Concurso,Data Sorteio,1º Prêmio,2º Prêmio,3º Prêmio,4º Prêmio,5º Prêmio
00548,16/03/1968,23660,36476,38841,41593,07063
00549,20/03/1968,24613,49065,36992,01578,07441
00550,23/03/1968,28390,31630,22127,21543,16906
00551,27/03/1968,08586,03008,33305,30853,19322
00552,30/03/1968,28425,17008,40952,30896,33181
00553,03/04/1968,30220,49689,20060,49754,16485
00554,06/04/1968,46712,20762,45551,15025,20695
00555,10/04/1968,14733,49654,29951,05839,36622
00556,13/04/1968,31527,13770,00162,44280,46943
00557,17/04/1968,41853,18689,34419,35079,10160
00558,20/04/1968,22176,33965,10802,46438,28141
00559,24/04/1968,12152,32324,35728,43440,02554
00560,27/04/1968,16096,23787,20260,24093,04766
00561,04/05/1968,15640,33283,45825,46869,25957
00562,08/05/1968,18550,16025,11597,32514,38766
00563,11/05/1968,10054,55988,38027,32519,39920
00564,15/05/1968,07968,39814,54624,10578,44774
00565,18/05/1968,03424,42103,11245,54539,14389
00566,22/05/1968,22881,22843,56944,51956,33903
00567,25/05/1968,16784,42278,43141,50071,02633
00568,29/05/1968,50499,31032,54507,08035,29113
00569,01/06/1968,39473,28183,57981,20522,24917
00570,05/06/1968,22816,29545,03427,44332,41499
00571,08/06/1968,01850,26887,47684,35152,00331
00572,12/06/1968,53672,52799,21683,06703,41129
00573,15/06/1968,44504,10817,12412,25385,38004
00574,19/06/1968,46312,27174,20842,57389,18950
00575,22/06/1968,43430,32366,47325,02390,27378
00576,26/06/1968,19519,08049,34860,30121,38302
00577,29/06/1968,24820,18782,27340,08338,15578
00578,03/07/1968,24261,19131,19604,56982,56665
00579,06/07/1968,32650,04542,51556,37807,05318
00580,10/07/1968,14117,23905,36573,50551,33644
00581,13/07/1968,53888,09339,38160,26373,16866
00582,17/07/1968,14645,28605,03481,54268,34188
00583,20/07/1968,27320,03333,32734,52671,58928
00584,24/07/1968,27069,09541,52375,54603,48557
00585,27/07/1968,52559,22703,39157,24327,42699
00586,31/07/1968,45292,43141,04586,43151,29128
00587,03/08/1968,55486,11254,08379,13275,05451
00588,07/08/1968,22368,32016,11330,13410,01508
00589,10/08/1968,10013,48406,57620,53761,09958
00590,14/08/1968,55012,04802,59545,31223,09687
00591,17/08/1968,45611,45203,57716,56868,52265
00592,21/08/1968,41754,25466,59376,08542,27616
00593,24/08/1968,53962,36465,41276,18880,26097
00594,28/08/1968,17712,25298,04989,44182,02851
00595,31/08/1968,33451,59245,16489,35317,14598
00596,04/09/1968,28792,31628,40137,38035,34948
00597,11/09/1968,31501,46524,17418,32611,05015
00598,14/09/1968,15212,35318,04354,37568,43983
00599,18/09/1968,49195,38723,08098,16449,30224
00600,21/09/1968,30995,46869,08196,28381,10596
00601,25/09/1968,41431,17880,35707,39840,47253
00602,28/09/1968,30064,44006,31016,26149,15207
00603,02/10/1968,24877,12187,16945,07509,01551
00604,05/10/1968,40159,24677,25891,24514,04684
00605,09/10/1968,25727,45703,48262,47449,19321
00606,12/10/1968,31758,46649,38852,29037,31433
00607,16/10/1968,25422,42746,41549,13126,20106
00608,19/10/1968,14163,46163,16294,42672,16716
00609,23/10/1968,27191,45986,20183,27298,39621
00610,26/10/1968,04772,05476,43419,47691,16385
00611,30/10/1968,45549,29694,24675,05866,07577
00612,06/11/1968,10492,23402,37401,30566,37869
00613,09/11/1968,40290,41113,33591,21733,32987
00614,13/11/1968,15663,29860,19670,39124,14871
00615,16/11/1968,35848,20050,32896,40457,10739
00616,20/11/1968,44134,41959,24465,49640,14062
00617,23/11/1968,29779,37103,49053,02516,01382
00618,27/11/1968,12929,10495,32147,05423,43824
00619,30/11/1968,38531,24786,31492,18510,35305
00620,04/12/1968,06515,30845,15715,30904,09549
00621,07/12/1968,48016,13771,33139,21417,03833
00622,11/12/1968,11001,01505,18064,34891,41455
00623,14/12/1968,19135,11676,19771,45396,20711
00624,18/12/1968,30579,05223,40382,43836,47877
00625,21/12/1968,03771,33757,48408,25990,48654
00626,28/12/1968,18321,07804,43171,43821,36212
00627,04/01/1969,40852,15049,25616,29918,24337
00628,08/01/1969,09424,18791,49800,38507,44752
00629,11/01/1969,47449,22703,42362,35288,38756
00630,15/01/1969,12080,32139,44076,24186,23544
00631,18/01/1969,19145,38542,16964,24713,03343
00632,22/01/1969,07964,18267,36989,25817,43444
00633,25/01/1969,49069,07442,23500,04113,25732
00634,29/01/1969,03679,21638,05830,37632,24809
00635,01/02/1969,32174,45350,15963,33178,47041
00636,05/02/1969,23055,28904,21719,02503,08781
00637,08/02/1969,30544,20038,11441,00336,32058
00638,12/02/1969,20059,11339,47784,47474,08033
00639,15/02/1969,31483,20380,17332,41741,39843
00640,22/02/1969,44639,06274,47466,42434,49903
00641,26/02/1969,18296,21287,14111,38667,00951
00642,01/03/1969,07686,02048,16948,38954,34885
00643,05/03/1969,06987,13621,49596,44169,23171
00644,08/03/1969,24811,32505,25479,38707,23856
00645,12/03/1969,05245,22911,35384,19503,45516
00646,15/03/1969,47723,33042,35638,44681,42813
00647,19/03/1969,36705,09549,40320,20666,21005
00648,22/03/1969,04804,08273,45191,47023,16882
00649,26/03/1969,02039,49913,23851,08344,36359
00650,29/03/1969,08735,40872,41240,46779,45335
00651,02/04/1969,34643,44389,16562,38589,47920
00652,09/04/1969,07473,32513,19203,31510,35470
00653,12/04/1969,49309,25910,20144,24647,45482
00654,16/04/1969,11187,31814,45082,31807,02076
00655,19/04/1969,23769,40082,17265,28920,10930
00656,23/04/1969,24624,35311,36025,00834,47788
00657,26/04/1969,16716,27258,15608,03549,37899
00658,30/04/1969,20746,16627,05082,16905,34230
00659,03/05/1969,23558,00254,18232,13023,34677
00660,07/05/1969,39446,34905,44316,04042,08777
00661,10/05/1969,26355,23050,27516,30970,08745
00662,14/05/1969,16806,23243,13903,28013,07476
00663,17/05/1969,07762,21978,21781,40829,38357
00664,21/05/1969,20454,49497,10053,01587,35213
00665,24/05/1969,20781,14785,01769,23136,43599
00666,28/05/1969,20039,44196,37138,23652,38898
00667,31/05/1969,46395,14026,28587,46319,33979
00668,04/06/1969,07787,40219,42995,12834,37878
00669,07/06/1969,36288,23270,34277,48945,02448
00670,11/06/1969,46998,25154,03320,20250,45545
00671,14/06/1969,06796,44840,32974,04715,01324
00672,18/06/1969,16366,19933,08301,23276,32534
00673,21/06/1969,23445,21831,43387,38894,18822
00674,25/06/1969,28837,34620,36939,41326,23400
00675,28/06/1969,37716,33812,15361,18177,19276
00676,02/07/1969,37225,03906,42902,18267,16202
00677,05/07/1969,43776,32068,49094,46819,38396
00678,09/07/1969,14298,31741,30589,10395,36884
00679,12/07/1969,06334,42653,41522,46697,36010
00680,16/07/1969,27213,25575,35216,08007,39494
00681,19/07/1969,35659,18328,47394,00823,01322
00682,23/07/1969,14591,46241,32977,44068,33991
00683,26/07/1969,09207,27828,44799,09398,46763
00684,30/07/1969,17810,08827,35601,34941,21297
00685,02/08/1969,34069,38560,43232,17579,45099
00686,06/08/1969,41400,42216,34417,06302,15672
00687,09/08/1969,29411,21331,39219,14864,05103
00688,13/08/1969,19043,23351,32741,38173,28730
00689,16/08/1969,47388,39375,12245,41885,48895
00690,20/08/1969,49355,11062,00878,32947,19815
00691,23/08/1969,24039,45672,29410,44052,45613
00692,27/08/1969,34704,36375,21703,49608,36120
00693,30/08/1969,40177,14546,47909,47395,43665
00694,03/09/1969,32921,18827,14499,31870,09345
00695,06/09/1969,08122,03754,03613,01976,36094
00696,10/09/1969,09641,10548,00445,30782,00945
00697,13/09/1969,03206,17171,25602,30888,05792
00698,17/09/1969,38367,40055,32412,04468,07047
00699,20/09/1969,17607,14142,27224,28406,40613
00700,24/09/1969,43134,08820,03249,25781,23598
00701,27/09/1969,05875,34232,16599,16578,32978
00702,01/10/1969,14191,17721,19975,11465,26767
00703,05/10/1969,29180,29303,16401,57960,00334
00704,08/10/1969,49224,13797,28067,09191,24222
00705,11/10/1969,06533,48009,20481,19724,21316
00706,15/10/1969,32956,04964,49558,16799,15760
00707,18/10/1969,34237,24211,48053,21638,22097
00708,22/10/1969,32481,17298,19102,49735,31122
00709,25/10/1969,49464,10592,11708,20000,11498
00710,29/10/1969,49138,41898,25023,04735,41711
00711,01/11/1969,07492,34677,16625,04961,16005
00712,05/11/1969,39837,23404,09613,35825,41823
00713,08/11/1969,34066,11251,21291,00509,15279
00714,12/11/1969,08185,36311,37648,37076,42260
00715,19/11/1969,19640,03002,08286,29225,31065
00716,22/11/1969,47634,02673,38990,45431,24916
00717,26/11/1969,25206,47955,18884,23180,33731
00718,29/11/1969,49098,16451,44919,06940,44997
00719,03/12/1969,11885,21789,28453,43547,48733
00720,06/12/1969,02528,07675,26203,31928,19396
00721,10/12/1969,36828,32446,30606,40637,17482
00722,13/12/1969,12586,09390,03815,03564,48901
00723,17/12/1969,39400,42954,31148,19715,33826
00724,20/12/1969,45885,22922,27602,43808,33308
00725,24/12/1969,38661,33295,12265,06631,31638
00726,31/12/1969,45566,22099,41966,22760,34868
00727,07/01/1970,47672,48476,12619,35265,31859
00728,10/01/1970,35014,04699,27205,42687,10870
00729,14/01/1970,25589,27241,17033,26723,09681
00730,17/01/1970,26287,35717,08114,35972,08962
00731,21/01/1970,15758,25256,22490,39282,50443
00732,24/01/1970,39866,25179,44930,40185,01373
00733,28/01/1970,32220,28743,46995,51992,39439
00734,31/01/1970,36481,29126,33895,46317,41881
00735,04/02/1970,05093,16119,34161,43040,22003
00736,07/02/1970,40958,45185,07588,21042,46027
00737,14/02/1970,46518,20428,37832,49399,11001
00738,18/02/1970,08375,08905,50775,09990,43015
00739,21/02/1970,26087,13919,11389,43045,24897
00740,25/02/1970,08276,26726,34811,28804,01755
00741,28/02/1970,48928,41237,08353,01039,08719
00742,04/03/1970,22610,26498,39201,51724,08404
00743,07/03/1970,46493,22541,07578,20602,42409
00744,11/03/1970,07013,14677,09690,50439,06338
00745,14/03/1970,01966,10791,28764,51548,21156
00746,18/03/1970,31353,12053,25338,41678,08439
00747,21/03/1970,05800,38466,01566,51584,06628
00748,25/03/1970,13842,40219,17756,25811,41885
00749,01/04/1970,50632,30919,36989,48373,34931
00750,04/04/1970,37172,26653,48392,09221,28110
00751,08/04/1970,17282,47208,30161,49823,47532
00752,11/04/1970,46825,36483,38890,31164,51296
00753,15/04/1970,03608,48333,51015,21635,53706
00754,18/04/1970,15738,19801,35006,15048,42572
00755,22/04/1970,12407,33417,24783,07792,43493
00756,25/04/1970,36923,12904,04793,06405,40215
00757,29/04/1970,50105,07621,06048,28648,21789
00758,02/05/1970,07984,28353,17643,16855,43437
00759,06/05/1970,41845,25535,43000,27270,04519
00760,09/05/1970,52984,12598,47782,20940,37682
00761,13/05/1970,09101,17792,42728,04627,02218
00762,16/05/1970,02428,11305,27351,33582,04701
00763,20/05/1970,31754,49319,01625,16067,11305
00764,23/05/1970,10996,07391,07429,52463,47407
00765,27/05/1970,49445,02042,27602,09482,11353
00766,30/05/1970,23432,33057,14172,52145,10731
00767,03/06/1970,45826,17949,21528,42731,33110
00768,06/06/1970,53849,41861,27526,50467,11095
00769,10/06/1970,47930,27655,04664,06431,39672
00770,13/06/1970,37566,44059,07135,30084,32769
00771,17/06/1970,04928,53193,45396,06387,50884
00772,20/06/1970,15286,52318,30355,22687,37076
00773,24/06/1970,24275,52628,22792,21790,14431
00774,27/06/1970,11017,12314,42116,40933,19370
00775,01/07/1970,44329,29941,45957,11257,17096
00776,04/07/1970,27428,14702,50814,18225,45866
00777,08/07/1970,37851,36728,48693,32842,01678
00778,11/07/1970,05248,51863,45260,04721,23076
00779,15/07/1970,33175,16795,28291,16866,44598
00780,18/07/1970,41945,53355,43533,25760,16664
00781,22/07/1970,22703,46633,14032,18802,15299
00782,25/07/1970,49543,17385,28977,23773,14329
00783,29/07/1970,08577,23150,52956,34586,19498
00784,01/08/1970,46698,03358,17481,28274,06580
00785,05/08/1970,44629,04848,24546,43206,48306
00786,08/08/1970,16840,25269,37655,36145,33988
00787,12/08/1970,36224,28461,39485,45240,21879
00788,15/08/1970,21215,05182,28511,34380,52699
00789,19/08/1970,38165,25360,10771,45088,34201
00790,22/08/1970,51155,24579,42888,18954,53374
00791,26/08/1970,07832,44595,52169,50154,35453
00792,29/08/1970,48170,46696,46309,19759,09468
00793,02/09/1970,04916,11427,20706,34079,46384
00794,05/09/1970,12948,40137,29635,16371,38067
00795,09/09/1970,14322,03722,28435,27864,43199
00796,12/09/1970,22039,07648,13301,51727,53775
00797,16/09/1970,49426,41144,28997,22880,22127
00798,19/09/1970,46479,39612,45666,08406,27785
00799,23/09/1970,29315,43499,40445,41985,53161
00800,26/09/1970,00872,51322,29591,42188,50730
00801,30/09/1970,46818,42684,48165,29246,52671
00802,03/10/1970,40676,05785,14947,39991,54819
00803,07/10/1970,37365,34241,49837,48697,42768
00804,10/10/1970,11523,52325,45199,24799,12669
00805,14/10/1970,16412,08645,30597,21697,04505
00806,17/10/1970,19962,35029,55586,20331,00013
00807,21/10/1970,55682,43109,42061,19662,50509
00808,24/10/1970,21239,06841,35350,35951,34186
00809,28/10/1970,17273,33394,01091,04792,28408
00810,31/10/1970,18297,15512,42143,44569,17639
00811,04/11/1970,50011,22370,07228,17598,29162
00812,07/11/1970,50668,51094,24316,48648,40502
00813,11/11/1970,29444,42299,38513,52554,42958
00814,14/11/1970,29855,25915,10082,15662,30018
00815,18/11/1970,50809,03600,31294,00584,51694
00816,21/11/1970,44543,32733,20072,07265,27133
00817,25/11/1970,20773,16250,55612,39646,11672
00818,28/11/1970,44774,21373,03309,50464,45737
00819,02/12/1970,25535,23074,29573,22796,24442
00820,05/12/1970,14077,43466,38333,36751,17192
00821,09/12/1970,18106,47537,18076,17518,23861
00822,12/12/1970,27222,31244,22647,08732,28941
00823,16/12/1970,54557,41747,24423,29612,20829
00824,19/12/1970,26414,32842,45412,47384,12944
00825,23/12/1970,09945,33080,31791,56370,31735
00826,30/12/1970,15981,38342,44890,34221,18730
00827,06/01/1971,33501,20013,30392,25106,21523
00828,09/01/1971,44867,29797,52933,14448,52144
00829,13/01/1971,34369,09850,51438,48759,05032
00830,16/01/1971,55398,43214,45493,07686,53090
00831,23/01/1971,30183,22482,05314,27060,55881
00832,27/01/1971,09924,01787,48082,24496,38231
00833,30/01/1971,47711,29122,54146,17975,18253
00834,03/02/1971,37457,18006,54894,19554,52622
00835,06/02/1971,28780,03731,50007,20526,22730
00836,10/02/1971,20985,36495,19935,40776,52089
00837,13/02/1971,16662,23113,24365,32878,17262
00838,17/02/1971,01510,00554,13033,21521,29198
00839,20/02/1971,44355,29419,28780,34934,07655
00840,27/02/1971,31798,49531,08446,38315,04396
00841,03/03/1971,25469,11849,24226,54718,04237
00842,06/03/1971,46623,03152,53848,06417,41271
00843,10/03/1971,14784,54539,43196,47527,03460
00844,13/03/1971,43567,50076,38464,11205,38067
00845,17/03/1971,36414,27962,54075,36610,24516
00846,20/03/1971,39342,54030,47887,27186,51030
00847,24/03/1971,42860,07428,49211,43475,15189
00848,27/03/1971,09756,18211,24291,43675,19686
00849,31/03/1971,29015,03160,13773,53029,47621
00850,03/04/1971,15259,18533,47583,41393,40374
00851,07/04/1971,09502,35520,19096,23861,51215
00852,14/04/1971,23352,21595,01209,24607,32430
00853,17/04/1971,41244,32910,51021,43405,04118
00854,24/04/1971,36324,16980,35141,48949,35732
00855,28/04/1971,49412,35912,05547,16705,43712
00856,05/05/1971,29036,01316,19526,27304,14795
00857,08/05/1971,19369,05632,45867,40853,02354
00858,12/05/1971,06078,36323,39935,44570,35951
00859,15/05/1971,36861,36092,00198,39537,36074
00860,19/05/1971,06313,07461,40638,21922,42049
00861,22/05/1971,48351,03050,03018,04880,51621
00862,26/05/1971,09342,04972,22518,45711,31114
00863,29/05/1971,04137,06148,17248,19429,15344
00864,02/06/1971,36148,16946,15042,27981,22605
00865,05/06/1971,28209,44329,41638,39368,48913
00866,09/06/1971,24885,17958,25542,26704,24407
00867,12/06/1971,25478,43602,19797,31403,29323
00868,16/06/1971,40152,29691,44431,50625,23586
00869,19/06/1971,37117,48597,00224,44998,51793
00870,23/06/1971,35164,29781,36734,32531,08146
00871,26/06/1971,34245,16575,07487,38976,32089
00872,30/06/1971,19895,25757,30449,37999,05683
00873,03/07/1971,47578,35400,26619,06092,13783
00874,07/07/1971,29454,26206,35205,44406,03750
00875,10/07/1971,03278,37745,44895,24599,52061
00876,14/07/1971,01527,31404,02995,18120,10106
00877,17/07/1971,44926,00048,15709,17108,04871
00878,21/07/1971,12674,11916,11697,18711,21564
00879,24/07/1971,23841,15373,08407,39304,40568
00880,28/07/1971,07043,20431,03027,17939,47376
00881,04/08/1971,31075,22855,40149,04110,29569
00882,07/08/1971,38402,01976,16440,38343,29496
00883,11/08/1971,20206,16901,37169,26531,35075
00884,14/08/1971,01430,19051,50827,48527,38460
00885,18/08/1971,35427,51369,14890,26719,40329
00886,21/08/1971,39936,49147,45466,44590,10365
00887,25/08/1971,30061,05503,12595,52348,46391
00888,28/08/1971,36829,26285,22788,07432,30027
00889,01/09/1971,14956,45058,01750,49870,25931
00890,04/09/1971,23067,07345,06022,15088,23182
00891,11/09/1971,29234,39341,22470,41642,36484
00892,15/09/1971,14095,49755,35047,48240,07417
00893,18/09/1971,51735,25956,37605,38426,07662
00894,22/09/1971,42907,37591,03555,03142,00978
00895,25/09/1971,38999,42109,17777,00139,45359
00896,29/09/1971,47671,34304,35400,22212,01727
00897,02/10/1971,48786,34604,45035,19909,52946
00898,06/10/1971,32969,06669,47273,51631,24964
00899,09/10/1971,33645,03846,16952,28466,33980
00900,13/10/1971,48759,25859,36705,29857,10750
00901,16/10/1971,18296,42979,09800,22278,41065
00902,20/10/1971,09796,18547,32541,31952,48734
00903,23/10/1971,51717,38669,36254,09019,10269
00904,27/10/1971,49544,43969,17234,48137,38253
00905,30/10/1971,44893,12115,16921,35907,25192
00906,06/11/1971,18716,24444,15770,51159,12666
00907,10/11/1971,19186,43429,31794,49403,09255
00908,13/11/1971,12724,17975,21441,01010,23984
00909,20/11/1971,35630,36427,30533,26360,50787
00910,24/11/1971,43139,33642,08693,06758,47000
00911,27/11/1971,26610,12815,29768,32576,38256
00912,01/12/1971,43584,47472,39544,08553,11452
00913,04/12/1971,21363,48481,13683,41092,27245
00914,08/12/1971,37998,39327,01880,39323,52051
00915,11/12/1971,50823,25584,52237,40931,21675
00916,15/12/1971,33423,05668,42249,17199,13783
00917,22/12/1971,00578,48099,19632,13887,45744
00918,29/12/1971,49096,36914,12616,09732,06899
00919,08/01/1972,12675,35931,10715,41128,46523
00920,12/01/1972,30200,22745,28551,45791,18752
00921,15/01/1972,01040,26797,29905,01213,11720
00922,19/01/1972,17660,02469,44524,45188,22852
00923,22/01/1972,07587,48980,06945,32086,28991
00924,29/01/1972,25215,12839,02008,16964,42997
00925,02/02/1972,15280,19600,24824,03911,40732
00926,05/02/1972,18420,10068,35985,28701,32939
00927,12/02/1972,02838,26061,43159,25871,43379
00928,19/02/1972,31884,06114,29709,09706,14125
00929,23/02/1972,37560,25200,45369,04825,18857
00930,26/02/1972,16256,03475,32550,44684,22973
00931,04/03/1972,40808,20312,09142,18890,43095
00932,08/03/1972,34411,06252,42379,41593,19041
00933,11/03/1972,34113,20935,01102,34296,37778
00934,15/03/1972,28838,37151,33400,30333,17546
00935,18/03/1972,23238,44382,29520,45352,02314
00936,22/03/1972,30464,05334,16231,06887,15479
00937,25/03/1972,08774,33415,01255,28995,33190
00938,29/03/1972,00300,32036,21762,38167,13376
00939,05/04/1972,35339,04336,30988,07858,26637
00940,08/04/1972,27346,09734,08348,26638,27272
00941,12/04/1972,42674,47198,16078,06767,49435
00942,15/04/1972,19465,47074,38241,02394,31064
00943,22/04/1972,33117,23321,26293,46899,10725
00944,26/04/1972,33900,49616,11099,36870,11564
00945,29/04/1972,17796,41754,12994,10560,18479
00946,06/05/1972,32817,20976,16489,14345,39918
00947,10/05/1972,48341,22783,49816,04060,15403
00948,13/05/1972,38394,12252,27060,02757,32542
00949,17/05/1972,33719,06955,32722,09955,32806
00950,20/05/1972,20460,18802,02848,35199,18547
00951,24/05/1972,45512,03087,30656,10552,31124
00952,27/05/1972,22905,18832,30213,31709,29022
00953,03/06/1972,17662,09578,35486,44624,18189
00954,07/06/1972,39689,47918,29031,17580,09971
00955,10/06/1972,43878,07225,44658,13941,33485
00956,14/06/1972,33749,48569,12920,21256,36331
